word;ua_word;date;week_date;month_date;level
soon ;незабаром ;1.0;1.0;1.0;1.0
sorry ;шкода, вибачте ;1.0;1.0;1.0;1.0
sort ;сорт, сортувати ;1.0;1.0;1.0;1.0
sound ;звук, звучати ;1.0;1.0;1.0;1.0
south ;південь ;1.0;1.0;1.0;1.0
space ;простір, космос ;1.0;1.0;1.0;1.0
speak ;говорити ;1.0;1.0;1.0;1.0
spoke (speak) ;"говорив; спиця (колеса), щабель (драбини)";1.0;1.0;1.0;1.0
special ;спеціальний ;1.0;1.0;1.0;1.0
speed ;швидкість ;1.0;1.0;1.0;1.0
spend ;витрачати (гроші), проводити (час), виснажувати;1.0;1.0;1.0;1.0
spring ;"весна, навесні; пружина ";1.0;1.0;1.0;1.0
square ;"сквер, площа; квадрат, прямокутник";1.0;1.0;1.0;1.0
stage ;"стадія, етап; естрада, підмостки, сцена, сценічний";1.0;1.0;1.0;1.0
stand ;"стояти, вистояти; стенд, підставка";1.0;1.0;1.0;1.0
stood ;стояв ;1.0;1.0;1.0;1.0
star ;зірка ;1.0;1.0;1.0;1.0
start ;старт ;1.0;1.0;1.0;1.0
state ;"становище, стан; штат, держава ";1.0;1.0;1.0;1.0
statement ;заява, констатування ;1.0;1.0;1.0;1.0
station ;"станція, зупинка; ставити на певне місце";1.0;1.0;1.0;1.0
stay ;залишатися, залишитися ;1.0;1.0;1.0;1.0
step ;крок, крокувати ;1.0;1.0;1.0;1.0
stick ;"палиця, дрючок; приклеювати ";1.0;1.0;1.0;1.0
still ;як і раніше, досі, нерухомий, нерухомо;1.0;1.0;1.0;1.0
stone ;камінь, кам'яний ;1.0;1.0;1.0;1.0
stop ;стоп ;1.0;1.0;1.0;1.0
store ;"магазин; склад, зберігати, запасати";1.0;1.0;1.0;1.0
story ;історія, оповідання ;1.0;1.0;1.0;1.0
straight ;прямий, рівний, прямо ;1.0;1.0;1.0;1.0
strange ;"дивний, незвичайний; чужий, незнайомий";1.0;1.0;1.0;1.0
street ;вулиця ;1.0;1.0;1.0;1.0
strike ;"удар; страйк ";1.0;1.0;1.0;1.0
strong ;сильний ;1.0;1.0;1.0;1.0
student ;студент ;1.0;1.0;1.0;1.0
study ;вивчення, навчатися ;1.0;1.0;1.0;1.0
subject ;"cуб'єкт; підлеглий; предмет, тема ";1.0;1.0;1.0;1.0
success ;успіх ;1.0;1.0;1.0;1.0
such ;такий, подібний ;1.0;1.0;1.0;1.0
suddenly ;раптом ;1.0;1.0;1.0;1.0
sugar ;цукор ;1.0;1.0;1.0;1.0
suggest ;пропонувати ;1.0;1.0;1.0;1.0
suit ;"підходити, пасувати (наприклад, “пасує костюм”); набір, комплект, костюм; сюїта";1.0;1.0;1.0;1.0
summer ;літо ;1.0;1.0;1.0;1.0
sun ;сонце ;1.0;1.0;1.0;1.0
sunday ;неділя ;1.0;1.0;1.0;1.0
supper ;вечеря, вечеряти ;1.0;1.0;1.0;1.0
supply ;постачати ;1.0;1.0;1.0;1.0
support ;підтримка ;1.0;1.0;1.0;1.0
suppose ;припускати, припущення ;1.0;1.0;1.0;1.0
sure ;"упевнений; безперечно ";1.0;1.0;1.0;1.0
surprise ;"сюрприз, несподіванка; здивування";1.0;1.0;1.0;1.0
sweet ;"солодкий; свіжий, запашний ";1.0;1.0;1.0;1.0
swim ;плавати ;1.0;1.0;1.0;1.0
system ;система ;1.0;1.0;1.0;1.0
table ;"стіл; таблиця ";1.0;1.0;1.0;1.0
take ;брати, приймати ;1.0;1.0;1.0;1.0
took ;взяв ;1.0;1.0;1.0;1.0
talk ;розмова, розмовляти ;1.0;1.0;1.0;1.0
tall ;"високий, рослий; заввишки ";1.0;1.0;1.0;1.0
tea ;чай ;1.0;1.0;1.0;1.0
teach ;навчати ;1.0;1.0;1.0;1.0
teacher ;вчитель ;1.0;1.0;1.0;1.0
tear ;"сльоза; порватися, рвати ";1.0;1.0;1.0;1.0
(tele)phone ;телефон ;1.0;1.0;1.0;1.0
television ;телебачення ;1.0;1.0;1.0;1.0
tell ;розповідати ;1.0;1.0;1.0;1.0
told ;сказав ;1.0;1.0;1.0;1.0
temperature ;температура ;1.0;1.0;1.0;1.0
ten ;десять ;1.0;1.0;1.0;1.0
term ;"термін (напр., науковий термін), вираз; термін (часовий), строк";1.0;1.0;1.0;1.0
test ;випробування, тест ;1.0;1.0;1.0;1.0
than ;як, ніж (напр., більше ніж очікувалось), крім;1.0;1.0;1.0;1.0
thank ;дякую ;1.0;1.0;1.0;1.0
that ;"що, щоб; той, те ";1.0;1.0;1.0;1.0
the ;означений артикль ;1.0;1.0;1.0;1.0
their ;їх, їхній ;1.0;1.0;1.0;1.0
them ;їм, їх ;1.0;1.0;1.0;1.0
then ;"тоді, потім, тому; отже, в такому разі";1.0;1.0;1.0;1.0
there ;там ;1.0;1.0;1.0;1.0
these ;ці ;1.0;1.0;1.0;1.0
they ;вони ;1.0;1.0;1.0;1.0
thick ;"товстий; густий, щільний ";1.0;1.0;1.0;1.0
thin ;"тонкий, худий, тоншати, схуднути; ненасичений";1.0;1.0;1.0;1.0
thing ;річ, предмет ;1.0;1.0;1.0;1.0
think ;думати, міркувати ;1.0;1.0;1.0;1.0
third ;"третій; третина ";1.0;1.0;1.0;1.0
thirteen ;тринадцять ;1.0;1.0;1.0;1.0
thirty ;тридцять ;1.0;1.0;1.0;1.0
this ;це, цей ;1.0;1.0;1.0;1.0
those ;ті ;1.0;1.0;1.0;1.0
though ;хоча;1.0;1.0;1.0;1.0
thought ;"думка; думати ";1.0;1.0;1.0;1.0
thousand ;тисяча ;1.0;1.0;1.0;1.0
three ;три ;1.0;1.0;1.0;1.0
through ;"через, крізь, наскрізь; з початку до кінця";1.0;1.0;1.0;1.0
throw ;кидати, кидок ;1.0;1.0;1.0;1.0
thursday ;четвер ;1.0;1.0;1.0;1.0
tie ;"зав'язувати, прив'язувати; краватка";1.0;1.0;1.0;1.0
till ;"грошовий ящик, каса; до, доки ";1.0;1.0;1.0;1.0
time ;"час; рази, раз (наприкл., двадцять раз); тайм";1.0;1.0;1.0;1.0
to ;до (вказує на напрямок) ;1.0;1.0;1.0;1.0
today ;сьогодні ;1.0;1.0;1.0;1.0
together ;разом ;1.0;1.0;1.0;1.0
tomorrow ;завтра ;1.0;1.0;1.0;1.0
too ;"занадто; також ";1.0;1.0;1.0;1.0
tooth ;зуб ;1.0;1.0;1.0;1.0
teeth ;зуби ;1.0;1.0;1.0;1.0
top ;верх, вершина ;1.0;1.0;1.0;1.0
touch ;дотик, торкатися ;1.0;1.0;1.0;1.0
towards ;до, по відношенню до, по напрямку до;1.0;1.0;1.0;1.0
town ;місто ;1.0;1.0;1.0;1.0
trade ;торгівля, торгувати ;1.0;1.0;1.0;1.0
train ;"тренувати; поїзд ";1.0;1.0;1.0;1.0
travel ;подорожувати, подорож ;1.0;1.0;1.0;1.0
tree ;дерево ;1.0;1.0;1.0;1.0
trip ;"подорож, поїздка; спотикатися ";1.0;1.0;1.0;1.0
trouble ;"труднощі, ускладнення; хвилювання, неспокій";1.0;1.0;1.0;1.0
true ;"правда, правдивий; справжній ";1.0;1.0;1.0;1.0
try ;спробувати, спроба ;1.0;1.0;1.0;1.0
tuesday ;вівторок ;1.0;1.0;1.0;1.0
turn ;поворот, повертати ;1.0;1.0;1.0;1.0
twelve ;дванадцять ;1.0;1.0;1.0;1.0
twenty ;двадцять ;1.0;1.0;1.0;1.0
two ;два ;1.0;1.0;1.0;1.0
type ;"тип; вводити (з клавіатури) ";1.0;1.0;1.0;1.0
under ;під ;1.0;1.0;1.0;1.0
understand ;розуміти, мати на увазі ;1.0;1.0;1.0;1.0
university ;університет ;1.0;1.0;1.0;1.0
until ;доки, допоки, до ;1.0;1.0;1.0;1.0
up ;вгору ;1.0;1.0;1.0;1.0
upon ;на ;1.0;1.0;1.0;1.0
us ;нам ;1.0;1.0;1.0;1.0
use ;використовувати ;1.0;1.0;1.0;1.0
used ;вживаний, бувший у використанні ;1.0;1.0;1.0;1.0
usual ;звичайний ;1.0;1.0;1.0;1.0
usually ;зазвичай ;1.0;1.0;1.0;1.0
various ;різний ;1.0;1.0;1.0;1.0
very ;дуже ;1.0;1.0;1.0;1.0
view ;вид ;1.0;1.0;1.0;1.0
village ;село ;1.0;1.0;1.0;1.0
visit ;відвідувати ;1.0;1.0;1.0;1.0
voice ;голос ;1.0;1.0;1.0;1.0
wait ;чекати ;1.0;1.0;1.0;1.0
walk ;ходити ;1.0;1.0;1.0;1.0
wall ;стіна ;1.0;1.0;1.0;1.0
want ;хотіти, потреба ;1.0;1.0;1.0;1.0
war ;війна ;1.0;1.0;1.0;1.0
warm ;теплий, зігріватися ;1.0;1.0;1.0;1.0
wash ;мити ;1.0;1.0;1.0;1.0
watch ;дивитися, спостерігати ;1.0;1.0;1.0;1.0
water ;вода ;1.0;1.0;1.0;1.0
wave ;"хвиля; махати ";1.0;1.0;1.0;1.0
way ;шлях, спосіб ;1.0;1.0;1.0;1.0
we ;ми ;1.0;1.0;1.0;1.0
weak ;слабкий ;1.0;1.0;1.0;1.0
wear ;носити, зношувати одяг ;1.0;1.0;1.0;1.0
weather ;погода ;1.0;1.0;1.0;1.0
wednesday ;середа ;1.0;1.0;1.0;1.0
week ;тиждень ;1.0;1.0;1.0;1.0
welcome ;ласкаво просимо ;1.0;1.0;1.0;1.0
well ;добре ;1.0;1.0;1.0;1.0
west ;Захід ;1.0;1.0;1.0;1.0
what ;що ;1.0;1.0;1.0;1.0
when ;коли ;1.0;1.0;1.0;1.0
where ;де, куди ;1.0;1.0;1.0;1.0
whether ;"чи (наприкл., 1. whether A or B - чи А, чи В; 2. whether or no - так чи інакше)";1.0;1.0;1.0;1.0
which ;котрий, який ;1.0;1.0;1.0;1.0
while ;"1) фраза: “в той час, як”; 2) час, проміжок часу";1.0;1.0;1.0;1.0
white ;білий ;1.0;1.0;1.0;1.0
who ;хто ;1.0;1.0;1.0;1.0
whole ;"цілий, весь; загалоам ";1.0;1.0;1.0;1.0
whom ;котрого, кого, кому ;1.0;1.0;1.0;1.0
whose ;чий, чия, чиї ;1.0;1.0;1.0;1.0
why ;чому?, навіщо? ;1.0;1.0;1.0;1.0
wide ;широкий, просторний ;1.0;1.0;1.0;1.0
wife ;дружина, жінка ;1.0;1.0;1.0;1.0
wild ;дикий ;1.0;1.0;1.0;1.0
will ;(вираження майбутнього часу), воля, бажання, хотіння;1.0;1.0;1.0;1.0
win ;вигравати ;1.0;1.0;1.0;1.0
wind ;"вітер; намотувати ";1.0;1.0;1.0;1.0
window ;вікно ;1.0;1.0;1.0;1.0
winter ;зима ;1.0;1.0;1.0;1.0
wish ;бажати, бажання ;1.0;1.0;1.0;1.0
with ;з ;1.0;1.0;1.0;1.0
within ;всередині, в межах ;1.0;1.0;1.0;1.0
without ;"поза, зовні; без ";1.0;1.0;1.0;1.0
woman / women ;жінка ;1.0;1.0;1.0;1.0
wonderful ;чудовий, дивовижний ;1.0;1.0;1.0;1.0
wood ;дерево, деревина ;1.0;1.0;1.0;1.0
word ;слово ;1.0;1.0;1.0;1.0
work ;робота, працювати ;1.0;1.0;1.0;1.0
world ;світ ;1.0;1.0;1.0;1.0
worry ;турбуватися, неспокій, хвилювання;1.0;1.0;1.0;1.0
would ;б, би (минулий час від will, наприкл., he would do it - він зробив би це);1.0;1.0;1.0;1.0
write ;писати, написати ;1.0;1.0;1.0;1.0
wrote ;написав ;1.0;1.0;1.0;1.0
wrong ;неправильний, помилковий ;1.0;1.0;1.0;1.0
year ;рік ;1.0;1.0;1.0;1.0
yellow ;жовтий, жовтизна ;1.0;1.0;1.0;1.0
yes ;так ;1.0;1.0;1.0;1.0
yesterday ;вчора ;1.0;1.0;1.0;1.0
yet ;"ще, все ще, досі; однак ";1.0;1.0;1.0;1.0
you ;ти ;1.0;1.0;1.0;1.0
young ;молодий ;1.0;1.0;1.0;1.0
your ;твій, твоя, твоє ;1.0;1.0;1.0;1.0
absence ;відсутність, брак, нестача ;1.0;1.0;1.0;1.0
accident ;аварія, нещасний випадок, випадковість;1.0;1.0;1.0;1.0
active ;актиавний, чианний ;1.0;1.0;1.0;1.0
actual ;актуальний, фактичний, дійсний ;1.0;1.0;1.0;1.0
actually ;фактично, реально, насправді, в дійсності;1.0;1.0;1.0;1.0
annual ;щорічний, річний ;1.0;1.0;1.0;1.0
angle ;кут, кутник, кут зору ;1.0;1.0;1.0;1.0
application ;застосування, прикладна програма;1.0;1.0;1.0;1.0
attitude ;ставлення, позиція ;1.0;1.0;1.0;1.0
average ;середнє (значення), усереднювати;1.0;1.0;1.0;1.0
actor ;актор, діяч ;1.0;1.0;1.0;1.0
anger ;злий ;1.0;1.0;1.0;1.0
afterward ;пізніше, потім ;1.0;1.0;1.0;1.0
argue ;сперечатись, арґументувати, обстоювати;1.0;1.0;1.0;1.0
argument ;"аргумент; дискусія, суперечка ";1.0;1.0;1.0;1.0
badly ;погано, вкрай ;1.0;1.0;1.0;1.0
background ;фон, задній план ;1.0;1.0;1.0;1.0
balance ;баланс, рівновага ;1.0;1.0;1.0;1.0
borrow ;позичати, запозичувати ;1.0;1.0;1.0;1.0
basis ;основа, базис ;1.0;1.0;1.0;1.0
basket ;кошик ;1.0;1.0;1.0;1.0
bath-room ;ванна-кімната ;1.0;1.0;1.0;1.0
bath ;ванна ;1.0;1.0;1.0;1.0
beneft ;користь, перевага ;1.0;1.0;1.0;1.0
being ;перебування, існування ;1.0;1.0;1.0;1.0
billion ;мільярд (в США), трильйон (в Англії);1.0;1.0;1.0;1.0
bitter ;гіркий, болісний ;1.0;1.0;1.0;1.0
businessman ;бізнесмен ;1.0;1.0;1.0;1.0
beauty ;краса ;1.0;1.0;1.0;1.0
border ;кордон, межа ;1.0;1.0;1.0;1.0
broken ;зламаний, розбитий ;1.0;1.0;1.0;1.0
bicycle ;велосипед ;1.0;1.0;1.0;1.0
button ;кнопка, гудзик ;1.0;1.0;1.0;1.0
damage ;пошкодження, збиток ;1.0;1.0;1.0;1.0
darkness ;темрява ;1.0;1.0;1.0;1.0
document ;документ ;1.0;1.0;1.0;1.0
daily ;щоденний ;1.0;1.0;1.0;1.0
dangerous ;небезпечний ;1.0;1.0;1.0;1.0
data ;дані ;1.0;1.0;1.0;1.0
dirty ;брудний, забруднювати ;1.0;1.0;1.0;1.0
difficulty ;труднощі ;1.0;1.0;1.0;1.0
dictionary ;словник ;1.0;1.0;1.0;1.0
distant ;далекий, віддалений ;1.0;1.0;1.0;1.0
district ;район, округ ;1.0;1.0;1.0;1.0
drawing ;малюнок ;1.0;1.0;1.0;1.0
double ;подвійний ;1.0;1.0;1.0;1.0
dozen ;дюжина ;1.0;1.0;1.0;1.0
generation ;покоління ;1.0;1.0;1.0;1.0
generally ;загалом, вцілому ;1.0;1.0;1.0;1.0
gentle ;ніжний, м'який, лагідний ;1.0;1.0;1.0;1.0
gentleman ;джентльмен ;1.0;1.0;1.0;1.0
agency ;агенція, діяльність, сприяння, посередництво;1.0;1.0;1.0;1.0
agent ;"агент; фактор, чинник, програма посередник (між машиною та
користувачем тощо)";1.0;1.0;1.0;1.0
ancient ;стародавній, давній, застарілий ;1.0;1.0;1.0;1.0
elephant ;слон ;1.0;1.0;1.0;1.0
excellent ;відмінний, чудоавий ;1.0;1.0;1.0;1.0
expert ;експерт ;1.0;1.0;1.0;1.0
explanation ;пояснення;1.0;1.0;1.0;1.0
export ;експорт ;1.0;1.0;1.0;1.0
extra ;"додатковий; естра-, над- ";1.0;1.0;1.0;1.0
element ;елемент ;1.0;1.0;1.0;1.0
energy ;енергія ;1.0;1.0;1.0;1.0
anyway ;у всякому випадку, так чи інакше ;1.0;1.0;1.0;1.0
anywhere ;скрізь, де завгодно, будь-де ;1.0;1.0;1.0;1.0
anybody ;хто-небудь ;1.0;1.0;1.0;1.0
entrance ;вхід, вступ ;1.0;1.0;1.0;1.0
envelope ;оболонка, обгортка, конверт ;1.0;1.0;1.0;1.0
estimate ;оцінка, оцінювати ;1.0;1.0;1.0;1.0
evidence ;доказ ;1.0;1.0;1.0;1.0
everywhere ;скрізь, всюди ;1.0;1.0;1.0;1.0
factor ;фактор, чинник ;1.0;1.0;1.0;1.0
fashion ;мода ;1.0;1.0;1.0;1.0
fnally ;"зрештою, врешті-решт; остаточно ";1.0;1.0;1.0;1.0
following ;наступний ;1.0;1.0;1.0;1.0
feather ;перо, пір’їна ;1.0;1.0;1.0;1.0
failure ;провал, невиконання ;1.0;1.0;1.0;1.0
favour ;"прихильність; послуга ";1.0;1.0;1.0;1.0
favourite ;улюблений ;1.0;1.0;1.0;1.0
furniture ;меблі, фурнітура ;1.0;1.0;1.0;1.0
fairly ;"досить, достатньо; чесно, справедливо";1.0;1.0;1.0;1.0
fellow ;"колега; чоловік, хлопець ";1.0;1.0;1.0;1.0
feature ;особливість, риса, властивість ;1.0;1.0;1.0;1.0
former ;колишній, минулий ;1.0;1.0;1.0;1.0
friendly ;дружній ;1.0;1.0;1.0;1.0
frequent ;частий ;1.0;1.0;1.0;1.0
frequently ;часто ;1.0;1.0;1.0;1.0
frighten ;лякати ;1.0;1.0;1.0;1.0
football ;футбол ;1.0;1.0;1.0;1.0
fighting ;боротьба, бій ;1.0;1.0;1.0;1.0
funny ;смішний, кумедний ;1.0;1.0;1.0;1.0
function ;функція ;1.0;1.0;1.0;1.0
gather ;збирати ;1.0;1.0;1.0;1.0
garage ;гараж ;1.0;1.0;1.0;1.0
golden ;золотий ;1.0;1.0;1.0;1.0
equal ;рівний, однаковий ;1.0;1.0;1.0;1.0
equally ;в однаковій мірі, однаково ;1.0;1.0;1.0;1.0
evil ;зло ;1.0;1.0;1.0;1.0
easily ;легко, просто ;1.0;1.0;1.0;1.0
economic ;економічний ;1.0;1.0;1.0;1.0
camera ;фотоапарат, камера ;1.0;1.0;1.0;1.0
characteristic ;характеристика;1.0;1.0;1.0;1.0
character ;персонаж, характер ;1.0;1.0;1.0;1.0
captain ;капітан ;1.0;1.0;1.0;1.0
council ;рада, нарада ;1.0;1.0;1.0;1.0
castle ;замок, фортеця ;1.0;1.0;1.0;1.0
comment ;коментар, зауваження ;1.0;1.0;1.0;1.0
competition ;конкуренція, змагання ;1.0;1.0;1.0;1.0
composition ;склад, композиція ;1.0;1.0;1.0;1.0
complex ;"комплекс; складний, комплексний ";1.0;1.0;1.0;1.0
conference ;конференція ;1.0;1.0;1.0;1.0
confdence ;"довіра; таємниця; впевненість ";1.0;1.0;1.0;1.0
contact ;контакт ;1.0;1.0;1.0;1.0
content ;зміст, вміст ;1.0;1.0;1.0;1.0
conversation ;розмова ;1.0;1.0;1.0;1.0
cotton ;бавовна ;1.0;1.0;1.0;1.0
curtain ;завіса, завішувати ;1.0;1.0;1.0;1.0
careful ;обережний, акуратний ;1.0;1.0;1.0;1.0
carefully ;обережно, акуратно, ретельно ;1.0;1.0;1.0;1.0
chemical ;хімічний ;1.0;1.0;1.0;1.0
kilogram ;кілограм ;1.0;1.0;1.0;1.0
kilometre ;кілометр ;1.0;1.0;1.0;1.0
curious ;допитливий, цікавий ;1.0;1.0;1.0;1.0
classroom ;клас, аудиторія ;1.0;1.0;1.0;1.0
closely ;тісно, щільно ;1.0;1.0;1.0;1.0
clever ;розумний, вправний, здібний ;1.0;1.0;1.0;1.0
clearly ;ясно, чітко, очевидно ;1.0;1.0;1.0;1.0
credit ;кредит ;1.0;1.0;1.0;1.0
creature ;створіння, істота ;1.0;1.0;1.0;1.0
criminal ;злочинець, кримінальний ;1.0;1.0;1.0;1.0
cupboard ;шафа, сервант ;1.0;1.0;1.0;1.0
culture ;"культура; розведення; оброблення (землі)";1.0;1.0;1.0;1.0
comfort ;комфорт, зручність ;1.0;1.0;1.0;1.0
comfortable ;комфортабельний, зручний ;1.0;1.0;1.0;1.0
couple ;пара, двійка, парувати, об'єднувати (в пари);1.0;1.0;1.0;1.0
courage ;сміливість, хоробрість ;1.0;1.0;1.0;1.0
customer ;споживач, замовник ;1.0;1.0;1.0;1.0
cousin ;двоюрідний брат ;1.0;1.0;1.0;1.0
audience ;аудиторія, слухачі ;1.0;1.0;1.0;1.0
author ;автор ;1.0;1.0;1.0;1.0
circumstance ;обставина;1.0;1.0;1.0;1.0
citizen ;громадянин ;1.0;1.0;1.0;1.0
civil ;цивільний, громадянський ;1.0;1.0;1.0;1.0
challenge ;складне завдання, виклик ;1.0;1.0;1.0;1.0
chapter ;розділ, глава ;1.0;1.0;1.0;1.0
chairman ;голова, головуючий ;1.0;1.0;1.0;1.0
female ;жіночий, особа жіночої статі ;1.0;1.0;1.0;1.0
freedom ;свобода ;1.0;1.0;1.0;1.0
eastern ;східний ;1.0;1.0;1.0;1.0
bury ;поховати, закопати ;1.0;1.0;1.0;1.0
artist ;художник, артист ;1.0;1.0;1.0;1.0
aunt ;тітка ;1.0;1.0;1.0;1.0
band ;"смуга, стрічка; банда ";1.0;1.0;1.0;1.0
bind ;зв'язувати, пов'язувати ;1.0;1.0;1.0;1.0
bow (1) ;уклін, зігнутися ;1.0;1.0;1.0;1.0
bow (2) ;лук, дуга ;1.0;1.0;1.0;1.0
bedroom ;спальня ;1.0;1.0;1.0;1.0
bone ;"кістка; виймати (вирізати) кістки ";1.0;1.0;1.0;1.0
bell ;дзвоник, дзвін ;1.0;1.0;1.0;1.0
belt ;пояс ;1.0;1.0;1.0;1.0
bend ;вигин, згин ;1.0;1.0;1.0;1.0
burst ;вибух, імпульс ;1.0;1.0;1.0;1.0
birth ;народження ;1.0;1.0;1.0;1.0
behave ;вести себе, поводитися ;1.0;1.0;1.0;1.0
behaviour ;поведінка ;1.0;1.0;1.0;1.0
belief ;переконання, віра ;1.0;1.0;1.0;1.0
beside ;біля, коло, поруч ;1.0;1.0;1.0;1.0
besides ;крім того ;1.0;1.0;1.0;1.0
beneath ;під, нижче, унизу ;1.0;1.0;1.0;1.0
beer ;пиво ;1.0;1.0;1.0;1.0
blind ;"блокувати небажані дані (комп); штора; сліпий, засліплювати";1.0;1.0;1.0;1.0
blame ;вина, провина, звинувачувати ;1.0;1.0;1.0;1.0
bowl ;"кубок, чаша; куля, гратися в кулі ";1.0;1.0;1.0;1.0
boil ;"кип'ятити; нарив, фурункул ";1.0;1.0;1.0;1.0
brain ;мозок, розум ;1.0;1.0;1.0;1.0
brave ;хоробрий ;1.0;1.0;1.0;1.0
breath ;дихання ;1.0;1.0;1.0;1.0
breathe ;дихати ;1.0;1.0;1.0;1.0
brick ;цегла, брикет ;1.0;1.0;1.0;1.0
broad ;широко, широкий ;1.0;1.0;1.0;1.0
brush ;щітка, пензель ;1.0;1.0;1.0;1.0
boot ;"черевик, чобіт; завантаження (операційної системи); багажник (автомашини)";1.0;1.0;1.0;1.0
bush ;кущ, чагарник ;1.0;1.0;1.0;1.0
bite ;укус, кусатися ;1.0;1.0;1.0;1.0
dad ;тато ;1.0;1.0;1.0;1.0
daddy ;тато ;1.0;1.0;1.0;1.0
director ;директор, режисер ;1.0;1.0;1.0;1.0
directly ;безпосередньо, прямо ;1.0;1.0;1.0;1.0
domestic ;домашній, місцевий, внутрішній ;1.0;1.0;1.0;1.0
debt ;борг ;1.0;1.0;1.0;1.0
defne ;означення, означити ;1.0;1.0;1.0;1.0
declare ;оголошувати ;1.0;1.0;1.0;1.0
delay ;затримка ;1.0;1.0;1.0;1.0
deliver ;"доставляти, постачати; виголошувати (промову)";1.0;1.0;1.0;1.0
deny ;заперечувати, відмовлятися ;1.0;1.0;1.0;1.0
depend ;"залежати; покладатися ";1.0;1.0;1.0;1.0
description ;опис ;1.0;1.0;1.0;1.0
discussion ;обговорення ;1.0;1.0;1.0;1.0
discovery ;відкриття, винахід ;1.0;1.0;1.0;1.0
despite ;не зважаючи на... ;1.0;1.0;1.0;1.0
display ;"показувати; екран ";1.0;1.0;1.0;1.0
destroy ;руйнувати, нищити ;1.0;1.0;1.0;1.0
determine ;визначити, обчислити, вирішити (задачу);1.0;1.0;1.0;1.0
division ;"відділення, відділ; поділ ";1.0;1.0;1.0;1.0
desire ;бажання, бажати ;1.0;1.0;1.0;1.0
design ;дизайн ;1.0;1.0;1.0;1.0
disease ;хвороба ;1.0;1.0;1.0;1.0
defence ;оборона, захист ;1.0;1.0;1.0;1.0
defeat ;поразка, завдати поразки ;1.0;1.0;1.0;1.0
desert ;"пустеля, пустельний, покинутий; покидати, дезертирувати";1.0;1.0;1.0;1.0
dig ;"копати, копатися; поштовх, стусан";1.0;1.0;1.0;1.0
disappear ;зникати ;1.0;1.0;1.0;1.0
dish ;тарілка, миска ;1.0;1.0;1.0;1.0
due ;належний, належним чином ;1.0;1.0;1.0;1.0
duck ;качка ;1.0;1.0;1.0;1.0
dull ;"тупий; тьмяний, матовий, каламутний";1.0;1.0;1.0;1.0
dust ;порох, пил ;1.0;1.0;1.0;1.0
aid ;допомога, допомагати, сприяти ;1.0;1.0;1.0;1.0
aim ;мета, ціль, цілити, вцілити, спрямоавувати;1.0;1.0;1.0;1.0
ability ;здатність, спроможність, здібність;1.0;1.0;1.0;1.0
abroad ;за кордоном, ззовні, всюди ;1.0;1.0;1.0;1.0
adopt ;сприймати, засвоювати, переймати, запозичувати;1.0;1.0;1.0;1.0
additional ;додатковий, доданий ;1.0;1.0;1.0;1.0
affair ;"справа, діло; любовна пригода, роман";1.0;1.0;1.0;1.0
affect ;афект, впливати/вплинути (на), діати/подіати (на), торкатися/торкнутися, стосуватися;1.0;1.0;1.0;1.0
agreement ;угода, договір, згода ;1.0;1.0;1.0;1.0
according ;"~ to: відповідно до; узгоджений, гармонічний";1.0;1.0;1.0;1.0
acquire ;"набувати, набути; досягати, досягти, оволодівати, оволодіти (знанням), засвоювати, засвоїти (мову тощо)";1.0;1.0;1.0;1.0
accuse ;звинувачувати ;1.0;1.0;1.0;1.0
alive ;активний, живий, увімкнений ;1.0;1.0;1.0;1.0
analysis ;аналіз, досліджувати ;1.0;1.0;1.0;1.0
announce ;повідомляти, оголошувати ;1.0;1.0;1.0;1.0
apart ;"осторонь, на відстані, окреамо; крім";1.0;1.0;1.0;1.0
apartment ;апартаменти, квартира ;1.0;1.0;1.0;1.0
appeal ;заклик, звернення, звертатися ;1.0;1.0;1.0;1.0
appearance ;"поява; зовнішній вигляд ";1.0;1.0;1.0;1.0
apply ;застосовувати ;1.0;1.0;1.0;1.0
appoint ;призначати, назначати, вказувати, приписувати;1.0;1.0;1.0;1.0
appointment ;призначення (на посаду), зустріч, побачення;1.0;1.0;1.0;1.0
appropriate ;"придатний, слушний, доречний; привласнювати";1.0;1.0;1.0;1.0
approve ;схвалити, затвердити ;1.0;1.0;1.0;1.0
approval ;схвалення, затвердження, згода ;1.0;1.0;1.0;1.0
arrival ;прибуття, приїзд ;1.0;1.0;1.0;1.0
arise ;виникнути, з'явитися ;1.0;1.0;1.0;1.0
arrange ;впорядкувати, розташувати, організувати;1.0;1.0;1.0;1.0
arrangement ;розташування, розміщення;1.0;1.0;1.0;1.0
arrest ;арешт ;1.0;1.0;1.0;1.0
aside ;осторонь, збоку ;1.0;1.0;1.0;1.0
associate ;асоційований, асоціювати, з’єднувати;1.0;1.0;1.0;1.0
assistant ;помічник, асистент ;1.0;1.0;1.0;1.0
assume ;вважати, припускати ;1.0;1.0;1.0;1.0
asleep ;сплячий ;1.0;1.0;1.0;1.0
ashamed ;совісно, присоромлений ;1.0;1.0;1.0;1.0
attend ;бути присутнім, приділяти увагу ;1.0;1.0;1.0;1.0
attract ;залучати, приваблювати, притягати;1.0;1.0;1.0;1.0
attractive ;привабливий, принадний, притягальний;1.0;1.0;1.0;1.0
achieve ;досягати, досягти, добиватися, домогтися;1.0;1.0;1.0;1.0
available ;доступний, наявний ;1.0;1.0;1.0;1.0
avoid ;уникати, ухилятися, оминати ;1.0;1.0;1.0;1.0
